,Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
238,2009,Aug,27,26,23,19,18,14,12,79,61,43,1020,1019,1016,16,16,16,13,6,19,0,
239,2009,Aug,28,22,20,18,19,18,16,100,84,68,1022,1019,1015,16,12,2,23,9,29,12.95,Rain
240,2009,Aug,29,22,21,19,22,20,19,100,92,84,1016,1011,1006,16,8,1,23,9,27,13.97,Rain
241,2009,Aug,30,27,23,19,20,17,12,100,71,42,1016,1012,1009,16,8,2,21,9,27,T,Rain
242,2009,Aug,31,22,19,17,13,11,8,72,60,48,1023,1020,1016,16,16,16,21,8,27,0,
243,2009,Sep,1,23,19,14,13,10,8,80,61,41,1026,1025,1023,16,16,16,23,6,27,0,
244,2009,Sep,2,25,19,14,13,12,9,93,66,38,1026,1025,1023,16,16,16,14,4,23,0,
245,2009,Sep,3,26,21,16,15,12,7,90,63,35,1023,1021,1018,16,16,16,21,6,24,0,
246,2009,Sep,4,28,23,17,16,14,12,84,65,45,1017,1016,1015,16,16,16,23,7,29,0,
247,2009,Sep,5,29,25,21,16,15,13,73,58,43,1022,1020,1018,16,16,16,14,6,24,0,
248,2009,Sep,6,24,21,17,14,12,9,73,61,49,1028,1026,1023,16,16,16,27,14,42,0,
249,2009,Sep,7,23,19,16,16,13,12,84,71,57,1027,1025,1021,16,16,16,21,7,26,0,
250,2009,Sep,8,23,20,17,17,16,14,90,76,61,1021,1019,1017,16,16,16,16,3,24,0,
251,2009,Sep,9,24,21,17,16,14,8,81,65,48,1026,1021,1017,16,16,16,35,13,45,0,
252,2009,Sep,10,20,18,16,12,11,8,78,63,48,1030,1028,1026,16,16,16,40,20,58,T,
253,2009,Sep,11,19,16,13,18,15,11,100,89,78,1026,1019,1016,16,7,1,45,22,61,21.34,"Fog , Rain"
254,2009,Sep,12,19,18,17,18,17,17,100,94,87,1016,1014,1013,16,11,4,23,8,27,0.76,Rain
255,2009,Sep,13,26,22,18,18,16,12,93,68,42,1013,1012,1010,16,16,16,19,7,24,0,
256,2009,Sep,14,24,21,16,15,14,12,90,68,46,1015,1013,1011,16,16,16,19,8,27,0,
257,2009,Sep,15,26,22,17,16,15,13,84,69,54,1016,1013,1012,16,16,16,16,7,26,0,
258,2009,Sep,16,21,19,17,16,13,12,87,72,57,1025,1022,1016,16,16,16,32,16,40,0,
259,2009,Sep,17,17,15,13,13,11,8,86,73,60,1027,1024,1021,16,16,16,26,9,34,0.25,Rain
260,2009,Sep,18,23,18,13,13,12,10,86,68,49,1020,1018,1014,16,16,11,21,9,29,0,
261,2009,Sep,19,21,17,12,10,6,3,64,48,31,1026,1023,1019,16,16,16,16,6,26,0,
262,2009,Sep,20,23,18,12,11,9,7,86,61,35,1028,1026,1025,16,16,16,14,6,23,0,
263,2009,Sep,21,24,19,14,16,13,10,87,66,44,1027,1025,1003,16,16,16,16,7,24,0,
264,2009,Sep,22,23,21,18,17,16,15,93,80,66,1027,1025,1023,16,16,16,16,5,24,0,
265,2009,Sep,23,27,24,21,21,19,17,90,79,67,1023,1020,1016,16,16,16,19,9,27,0,
266,2009,Sep,24,28,23,19,21,17,11,100,75,49,1018,1016,1015,16,14,6,19,8,29,0.76,Rain
267,2009,Sep,25,21,17,13,10,7,4,69,53,37,1028,1023,1018,16,16,16,29,12,42,0,
268,2009,Sep,26,19,16,12,14,8,5,100,73,45,1028,1023,1017,16,15,8,21,10,27,3.56,Rain
269,2009,Sep,27,20,18,15,19,17,14,100,95,90,1018,1007,999,16,6,2,23,8,34,26.16,Rain
270,2009,Sep,28,22,18,14,17,14,12,93,80,66,1004,1000,997,16,14,3,27,10,42,4.57,Rain
271,2009,Sep,29,19,16,12,11,8,7,75,62,48,1006,1002,1001,16,16,16,29,12,45,0,
272,2009,Sep,30,16,13,9,10,7,4,83,69,55,1015,1010,1006,16,16,16,26,13,39,0,
273,2009,Oct,1,13,11,8,6,5,4,77,68,59,1017,1016,1015,16,16,16,19,8,26,0,
274,2009,Oct,2,18,13,8,16,9,5,93,72,51,1018,1016,1013,16,16,10,23,8,35,1.52,Rain
275,2009,Oct,3,21,19,17,19,18,16,100,92,84,1014,1012,1010,16,6,1,16,5,21,7.37,"Fog , Rain"
276,2009,Oct,4,23,19,14,18,14,7,100,71,41,1013,1012,1010,16,9,2,21,7,29,0,
277,2009,Oct,5,19,16,12,8,7,5,77,60,43,1015,1014,1012,16,16,16,23,12,34,0,
278,2009,Oct,6,19,14,10,11,7,5,80,61,42,1017,1013,1008,16,16,16,19,7,26,0,
279,2009,Oct,7,21,17,14,17,11,3,93,65,37,1010,1003,998,16,13,3,47,18,71,4.06,Rain
280,2009,Oct,8,17,14,11,7,4,3,62,53,43,1019,1016,1011,16,16,16,23,9,37,0,
281,2009,Oct,9,21,18,15,15,12,7,84,71,57,1017,1011,1005,16,16,16,21,7,29,0.76,Rain
282,2009,Oct,10,19,14,10,16,12,3,100,73,46,1021,1010,1003,16,13,6,29,8,45,T,Rain
283,2009,Oct,11,18,13,8,5,3,1,77,57,36,1026,1022,1021,16,16,16,23,9,29,0,
284,2009,Oct,12,12,9,6,3,0,-2,66,54,41,1030,1027,1023,16,16,16,19,4,27,0,
285,2009,Oct,13,18,13,8,9,6,1,77,60,43,1022,1018,1014,16,16,16,27,10,48,0,
286,2009,Oct,14,12,8,5,2,1,-2,79,60,41,1025,1023,1021,16,16,16,21,5,26,0,
287,2009,Oct,15,8,6,3,4,2,-2,100,77,53,1021,1017,1011,16,13,5,34,19,47,14.99,Rain
288,2009,Oct,16,8,6,3,3,2,1,92,79,65,1017,1014,1011,16,15,11,29,15,39,1.27,Rain
289,2009,Oct,17,9,7,6,3,1,0,70,63,56,1019,1017,1016,16,16,16,27,15,40,0.76,Rain
290,2009,Oct,18,7,6,5,6,3,1,96,83,70,1020,1018,1016,16,16,8,27,14,45,7.37,Rain
291,2009,Oct,19,13,8,3,1,-1,-3,76,54,32,1022,1021,1019,16,16,16,19,6,27,0,
292,2009,Oct,20,18,13,7,7,3,0,65,52,39,1022,1020,1019,16,16,16,14,6,23,0,
293,2009,Oct,21,20,16,11,9,8,7,83,66,48,1023,1021,1019,16,16,14,11,2,14,0,
294,2009,Oct,22,23,18,12,10,8,5,83,59,35,1019,1015,1011,16,16,13,21,10,27,0,
295,2009,Oct,23,18,14,9,11,7,4,100,72,44,1023,1020,1014,16,15,8,27,14,39,4.83,Rain
296,2009,Oct,24,18,15,12,18,16,11,100,95,90,1016,1008,1004,16,5,1,23,11,34,45.97,Rain
297,2009,Oct,25,17,14,11,13,4,2,84,62,39,1023,1016,1007,16,16,16,23,10,34,0,
298,2009,Oct,26,16,12,8,6,4,1,77,59,40,1028,1026,1023,16,16,16,24,7,34,0,
299,2009,Oct,27,13,12,10,12,11,6,100,86,71,1024,1020,1016,16,8,3,24,11,35,15.75,Rain
300,2009,Oct,28,14,12,11,13,11,9,100,92,83,1017,1013,1008,16,8,2,27,14,37,32.77,Rain
301,2009,Oct,29,14,12,9,8,7,6,86,74,62,1027,1024,1019,16,16,16,23,9,35,0,
302,2009,Oct,30,15,13,11,11,8,7,86,74,62,1027,1025,1020,16,16,16,16,9,29,0,
303,2009,Oct,31,22,17,13,18,15,10,100,86,72,1019,1012,1008,16,11,2,29,11,45,4.32,Rain
304,2009,Nov,1,14,12,9,10,4,2,77,62,47,1023,1019,1012,16,16,16,23,9,29,0.25,
305,2009,Nov,2,13,11,8,6,3,1,71,61,50,1024,1022,1020,16,16,16,32,13,40,T,
306,2009,Nov,3,16,11,6,6,3,-3,83,61,39,1023,1018,1015,16,16,16,26,7,39,0,
307,2009,Nov,4,11,8,5,1,-1,-3,70,55,39,1027,1025,1024,16,16,16,21,8,29,0,
308,2009,Nov,5,12,9,6,3,1,-2,76,60,44,1024,1019,1016,16,16,13,26,7,37,T,Rain
309,2009,Nov,6,10,7,3,-2,-3,-4,64,55,45,1027,1023,1017,16,16,16,27,11,42,0,
310,2009,Nov,7,12,7,2,4,-1,-4,70,54,38,1027,1024,1021,16,16,16,21,8,32,0,
311,2009,Nov,8,21,14,8,8,6,4,77,58,39,1029,1024,1021,16,16,14,21,4,29,0,
312,2009,Nov,9,19,14,9,10,9,8,93,73,52,1030,1028,1025,16,13,6,21,7,29,0,
313,2009,Nov,10,18,16,13,9,8,4,72,60,47,1025,1024,1023,16,14,10,19,7,27,0,
314,2009,Nov,11,14,12,9,4,1,-1,59,50,41,1028,1027,1025,16,16,16,34,18,47,0,
315,2009,Nov,12,10,9,7,2,0,-2,65,56,46,1026,1022,1017,16,16,14,37,23,52,1.78,Rain
316,2009,Nov,13,13,11,9,11,7,3,96,79,61,1018,1015,1013,16,15,6,42,25,63,1.02,Rain
317,2009,Nov,14,14,13,11,13,12,10,100,97,93,1014,1012,1011,16,6,1,27,11,37,12.45,Rain
318,2009,Nov,15,19,16,12,13,12,11,100,84,68,1014,1012,1011,16,14,2,14,5,21,0.51,Rain
319,2009,Nov,16,15,12,9,11,4,-2,83,62,41,1021,1017,1014,16,16,16,23,8,32,0,
320,2009,Nov,17,13,11,8,2,-2,-4,65,49,32,1029,1025,1021,16,16,16,26,12,35,0,
321,2009,Nov,18,12,9,6,6,4,2,83,74,65,1032,1031,1029,16,16,16,23,12,27,0,
322,2009,Nov,19,15,12,8,14,9,5,100,86,71,1029,1025,1018,16,11,3,21,10,27,4.57,Rain
323,2009,Nov,20,16,13,9,15,9,1,97,72,46,1019,1016,1014,16,12,1,24,11,39,12.7,Rain
324,2009,Nov,21,14,11,8,4,3,2,66,59,51,1022,1019,1017,16,16,16,16,7,26,0,
325,2009,Nov,22,13,10,7,5,3,2,77,66,54,1030,1027,1022,16,16,16,27,11,35,0,
326,2009,Nov,23,10,8,7,7,4,2,86,76,65,1031,1028,1024,16,16,14,35,18,45,T,Rain
327,2009,Nov,24,14,12,9,8,7,7,86,74,62,1024,1022,1020,16,16,14,27,12,39,0,
328,2009,Nov,25,11,10,9,10,9,7,100,90,80,1020,1016,1014,16,8,3,21,9,26,0.76,Rain
329,2009,Nov,26,14,12,10,9,8,7,93,80,67,1015,1012,1004,16,13,6,21,8,27,0,
330,2009,Nov,27,10,8,6,7,3,-3,86,68,49,1004,999,995,16,16,16,34,15,58,0,
331,2009,Nov,28,10,8,6,1,-1,-2,60,51,42,1011,1004,997,16,16,16,34,19,56,0,
332,2009,Nov,29,15,9,4,4,0,-2,70,54,38,1014,1011,1006,16,16,16,24,8,35,0,
333,2009,Nov,30,14,9,4,9,4,-3,89,72,55,1008,1005,1003,16,14,8,29,11,42,6.86,Rain
334,2009,Dec,1,8,5,2,-1,-3,-6,64,55,45,1021,1015,1009,16,16,16,27,11,39,0,
335,2009,Dec,2,13,9,5,13,7,-1,93,74,54,1022,1016,1006,16,13,3,26,8,40,11.43,Rain
336,2009,Dec,3,19,15,11,16,10,1,100,74,48,1011,1000,993,16,12,3,26,17,56,18.54,Rain
337,2009,Dec,4,11,9,7,2,-1,-2,70,56,42,1022,1020,1018,16,16,16,19,9,24,0,
338,2009,Dec,5,7,4,1,2,0,-3,100,75,49,1021,1015,1011,16,11,3,26,12,39,16.26,"Rain , Snow"
339,2009,Dec,6,3,2,1,0,-5,-7,82,65,48,1029,1022,1013,16,16,16,26,12,37,0,
340,2009,Dec,7,4,2,0,-2,-4,-6,75,64,52,1028,1024,1021,16,16,14,21,7,29,0,
341,2009,Dec,8,7,4,1,-3,-4,-5,75,60,45,1027,1025,1022,16,16,14,23,12,32,T,
342,2009,Dec,9,12,6,1,9,5,-1,100,78,55,1024,1002,988,16,7,2,32,13,48,37.59,"Rain , Snow"
343,2009,Dec,10,8,3,-3,0,-7,-11,71,54,37,1009,1002,995,16,16,16,27,19,52,0,
344,2009,Dec,11,-2,-4,-6,-14,-16,-16,45,40,34,1026,1021,1017,16,16,16,39,20,58,0,
345,2009,Dec,12,3,-1,-4,-10,-12,-13,50,43,35,1034,1032,1027,16,16,16,27,12,37,0,
346,2009,Dec,13,11,6,1,10,3,-11,100,69,38,1032,1018,1010,16,9,3,26,10,35,24.13,Rain
347,2009,Dec,14,8,6,4,3,1,0,82,71,60,1020,1017,1013,16,16,16,23,9,37,0,
348,2009,Dec,15,11,8,6,6,3,-2,92,74,56,1016,1013,1012,16,15,10,32,11,42,0,
349,2009,Dec,16,6,2,-2,-3,-10,-13,57,48,38,1025,1022,1017,16,16,16,27,18,40,0,
350,2009,Dec,17,-1,-3,-7,-11,-13,-15,52,46,39,1026,1025,1023,16,16,16,35,19,52,0,
351,2009,Dec,18,-1,-5,-9,-13,-16,-18,61,45,28,1026,1023,1017,16,16,16,23,9,27,0,
352,2009,Dec,19,-1,-3,-6,-7,-12,-21,92,58,23,1016,1007,1002,16,7,0,34,17,50,15.49,"Fog , Snow"
353,2009,Dec,20,1,-2,-6,-7,-9,-14,92,62,32,1010,1006,1002,16,10,0,34,16,53,3.3,"Fog , Snow"
354,2009,Dec,21,2,0,-2,-7,-8,-9,69,57,44,1015,1012,1011,16,16,16,35,17,56,0,
355,2009,Dec,22,2,-1,-5,-8,-9,-16,63,49,34,1022,1019,1015,16,16,16,35,15,47,0,
356,2009,Dec,23,-1,-4,-7,-9,-12,-13,63,55,46,1023,1022,1020,16,16,16,27,16,40,0,
357,2009,Dec,24,4,0,-4,-3,-6,-10,69,62,54,1031,1028,1023,16,16,16,24,9,42,0,
358,2009,Dec,25,3,2,1,2,-1,-3,100,85,70,1031,1028,1025,16,14,4,32,15,48,6.1,Rain
359,2009,Dec,26,12,8,3,11,6,2,100,93,85,1025,1019,1012,16,6,1,34,20,48,37.59,Rain
360,2009,Dec,27,13,9,4,12,5,-4,100,68,36,1012,1010,1008,16,11,2,26,12,47,8.38,Rain
361,2009,Dec,28,6,3,-1,1,-6,-10,73,59,44,1009,1004,1002,16,16,16,29,14,47,0,
362,2009,Dec,29,-1,-4,-9,-8,-16,-19,58,47,36,1027,1016,1004,16,16,16,47,23,64,T,
363,2009,Dec,30,0,-3,-7,-10,-12,-15,62,55,47,1032,1029,1026,16,16,16,23,9,35,0,
364,2009,Dec,31,2,0,-2,0,-3,-9,96,73,49,1025,1022,1016,16,8,0,21,6,27,5.84,"Fog , Snow"
365,2010,Jan,1,4,3,1,1,0,-3,100,85,70,1016,1012,1006,16,10,3,26,5,35,0.76,Snow
366,2010,Jan,2,1,-3,-8,-4,-10,-16,85,68,50,1006,1005,1003,16,14,2,35,20,56,0.51,Snow
367,2010,Jan,3,-6,-7,-8,-12,-14,-16,67,56,45,1004,1000,998,16,15,3,42,23,63,T,Snow
368,2010,Jan,4,-1,-4,-7,-11,-12,-13,62,53,43,1007,1006,1004,16,16,16,27,17,39,0,
369,2010,Jan,5,-1,-4,-7,-10,-11,-13,65,56,47,1007,1006,1005,16,16,16,27,16,39,T,
370,2010,Jan,6,1,-1,-3,-7,-9,-11,69,58,47,1009,1006,1005,16,16,16,32,16,48,T,Snow
371,2010,Jan,7,3,1,-1,-5,-6,-7,69,61,52,1013,1011,1008,16,16,16,26,14,35,0,
372,2010,Jan,8,1,-2,-5,-3,-6,-12,92,71,50,1012,1008,1004,16,10,2,35,12,48,1.27,Snow
373,2010,Jan,9,-1,-4,-8,-12,-15,-18,62,47,31,1022,1018,1012,16,16,16,27,14,39,0,
374,2010,Jan,10,-2,-6,-10,-14,-17,-18,55,43,31,1025,1023,1022,16,16,16,21,11,27,0,
375,2010,Jan,11,-1,-3,-6,-11,-12,-14,62,51,39,1022,1020,1018,16,16,16,23,12,27,0,
376,2010,Jan,12,2,-1,-4,-8,-10,-13,58,51,43,1021,1018,1015,16,16,16,29,15,45,0,
377,2010,Jan,13,2,-1,-4,-7,-10,-14,60,53,46,1023,1021,1020,16,16,16,27,13,40,0,
378,2010,Jan,14,6,2,-1,-4,-7,-8,63,52,40,1025,1023,1022,16,16,16,19,5,27,0,
379,2010,Jan,15,10,6,2,-2,-4,-7,57,49,40,1023,1020,1018,16,16,16,26,13,35,0,
380,2010,Jan,16,9,7,3,-1,-2,-3,64,55,45,1023,1021,1019,16,16,16,23,10,32,0,
381,2010,Jan,17,8,5,2,3,1,-2,100,79,58,1020,1013,1000,16,8,3,24,6,32,14.48,Rain
382,2010,Jan,18,10,7,3,3,2,0,92,74,56,1014,1005,998,16,14,5,21,20,-,1.27,Rain
383,2010,Jan,19,9,7,4,2,1,-1,79,68,56,1014,1012,1010,16,15,11,21,6,26,T,
384,2010,Jan,20,5,3,1,-1,-4,-6,76,61,45,1018,1014,1012,16,16,16,23,10,37,0,
385,2010,Jan,21,5,2,-1,-4,-6,-8,72,55,38,1024,1022,1019,16,16,16,19,5,23,0,
386,2010,Jan,22,7,3,0,-6,-7,-9,64,48,31,1020,1015,1011,16,16,16,23,10,32,0,
387,2010,Jan,23,4,1,-2,-5,-8,-11,69,51,33,1026,1024,1020,16,16,16,19,5,24,0,
388,2010,Jan,24,10,5,0,8,2,-5,100,82,64,1025,1019,1011,16,13,3,16,4,23,0.51,Rain
389,2010,Jan,25,14,12,9,13,11,2,100,81,61,1012,997,989,16,10,1,26,5,42,31.75,"Fog , Rain"
390,2010,Jan,26,9,6,2,0,-4,-8,65,53,41,1011,1004,997,16,16,16,32,14,42,T,Rain
391,2010,Jan,27,4,2,-1,-7,-8,-8,58,51,44,1021,1017,1011,16,16,16,26,11,32,0,
392,2010,Jan,28,6,-1,-7,0,-6,-20,92,62,32,1022,1017,1010,16,12,0,40,14,63,2.29,"Fog , Snow"
393,2010,Jan,29,-5,-7,-9,-17,-18,-20,47,41,34,1026,1024,1022,16,16,16,37,19,52,0,
394,2010,Jan,30,-7,-8,-11,-16,-19,-21,51,45,39,1026,1022,1015,16,16,16,27,14,42,0,
395,2010,Jan,31,-1,-6,-10,-16,-17,-18,55,42,28,1020,1018,1015,16,16,16,19,10,29,0,
396,2010,Feb,1,2,-1,-4,-11,-13,-15,50,41,32,1025,1023,1020,16,16,16,26,13,37,0,
397,2010,Feb,2,1,-1,-3,-3,-9,-13,92,64,35,1025,1023,1019,16,13,2,16,7,24,0.76,Snow
398,2010,Feb,3,4,1,-2,-2,-4,-7,92,72,52,1021,1018,1015,16,9,2,26,8,39,1.52,Snow
399,2010,Feb,4,3,1,-2,-7,-13,-18,63,43,22,1028,1026,1021,16,16,16,27,14,42,0,
400,2010,Feb,5,2,1,-2,-7,-9,-13,54,45,36,1027,1022,1015,16,16,16,27,7,37,0,
401,2010,Feb,6,1,-3,-7,-7,-12,-16,58,49,40,1013,1008,1004,16,13,2,47,22,60,T,Snow
402,2010,Feb,7,1,-3,-8,-12,-14,-16,56,46,35,1013,1011,1009,16,16,16,27,16,40,0,
403,2010,Feb,8,3,-1,-5,-9,-11,-12,59,47,35,1017,1014,1013,16,16,16,29,16,40,0,
404,2010,Feb,9,6,2,-2,-1,-6,-8,63,51,39,1019,1014,1008,16,14,4,21,8,27,T,Snow
405,2010,Feb,10,1,0,-1,-1,-1,-2,92,91,89,1007,992,983,14,2,0,39,20,53,33.78,"Fog , Snow"
406,2010,Feb,11,3,1,-2,-2,-8,-11,82,63,43,1007,1001,993,16,16,16,34,19,52,0,
407,2010,Feb,12,3,0,-3,-9,-9,-11,63,49,35,1011,1009,1007,16,16,16,24,13,35,0,
408,2010,Feb,13,0,-2,-4,-10,-11,-11,60,52,43,1008,1002,999,16,16,16,29,14,47,0,
409,2010,Feb,14,4,1,-2,-6,-8,-10,63,54,44,1006,1002,999,16,16,16,29,15,42,0,
410,2010,Feb,15,4,1,-3,-1,-7,-8,89,65,40,1009,1007,1004,16,14,3,24,11,35,0.25,Snow
411,2010,Feb,16,1,-1,-2,-1,-2,-7,92,84,75,1003,999,994,16,4,1,21,9,32,10.92,"Fog , Snow"
412,2010,Feb,17,2,-1,-3,-4,-6,-7,75,66,56,1003,1000,998,16,16,14,24,13,34,0,
413,2010,Feb,18,4,2,0,-3,-4,-7,66,59,52,1005,1002,998,16,16,16,29,16,42,0,
414,2010,Feb,19,6,4,2,-3,-4,-7,59,54,49,1012,1007,1004,16,16,16,37,18,56,0,
415,2010,Feb,20,7,4,2,-3,-3,-3,70,60,49,1014,1013,1012,16,16,16,27,13,42,0,
416,2010,Feb,21,8,4,1,-4,-8,-11,61,45,28,1015,1014,1012,16,16,16,27,15,48,0,
417,2010,Feb,22,7,3,-2,1,-5,-8,76,59,41,1015,1014,1012,16,16,11,23,10,34,0.76,Rain
418,2010,Feb,23,3,3,2,3,1,1,100,93,85,1012,1010,1007,16,6,2,42,23,64,30.48,Rain
419,2010,Feb,24,6,4,2,3,2,1,100,90,79,1008,1007,1004,16,10,3,39,13,52,10.67,Rain
420,2010,Feb,25,3,1,-3,2,0,-3,100,95,89,1004,994,980,16,3,0,24,5,32,50.8,"Fog , Rain , Snow"
421,2010,Feb,26,1,-1,-3,-1,-2,-4,100,91,82,996,988,978,16,4,0,13,11,19,29.72,"Fog , Snow"
422,2010,Feb,27,3,1,-2,-1,-2,-4,85,78,70,1003,1000,996,16,16,8,19,7,24,0.25,Snow
423,2010,Feb,28,4,3,1,-1,-2,-3,82,73,64,1004,1003,1002,16,16,14,19,6,29,T,
424,2010,Mar,1,9,6,2,-2,-3,-4,70,58,45,1012,1006,1003,16,16,16,34,16,48,0,
425,2010,Mar,2,8,6,2,1,-1,-2,79,64,49,1013,1011,1008,16,16,16,23,9,29,0.25,Rain
426,2010,Mar,3,5,3,1,1,-1,-3,96,78,59,1008,1003,1000,16,15,6,34,17,53,1.78,Snow
427,2010,Mar,4,8,5,2,-2,-4,-7,64,51,38,1011,1005,1002,16,16,16,27,13,39,0,
428,2010,Mar,5,9,6,1,-3,-8,-14,75,50,25,1019,1014,1011,16,15,8,23,12,37,0,
429,2010,Mar,6,12,6,0,-11,-13,-14,41,29,16,1021,1019,1017,16,16,16,23,12,35,0,
430,2010,Mar,7,14,8,3,-2,-6,-12,42,33,24,1019,1016,1013,16,16,16,26,11,32,0,
431,2010,Mar,8,16,11,5,-2,-4,-8,49,37,25,1013,1012,1009,16,16,16,27,11,37,0,
432,2010,Mar,9,16,12,7,-2,-4,-4,49,37,25,1015,1014,1012,16,16,16,24,7,29,0,
433,2010,Mar,10,14,11,7,1,-2,-4,56,43,30,1018,1016,1015,16,16,16,19,8,24,0,
434,2010,Mar,11,12,9,6,4,2,1,82,71,59,1019,1018,1017,16,16,16,29,14,37,0,
435,2010,Mar,12,6,5,4,4,3,1,89,80,70,1021,1019,1017,16,12,4,40,22,66,5.33,Rain
436,2010,Mar,13,8,6,3,7,5,2,100,95,89,1016,1005,999,16,5,1,60,37,85,98.04,Rain
437,2010,Mar,14,10,8,6,8,6,3,100,88,76,1002,1000,998,16,10,2,48,22,69,6.1,Rain
438,2010,Mar,15,8,7,5,4,4,2,89,80,71,1010,1003,999,16,13,6,37,19,52,8.38,Rain
439,2010,Mar,16,17,11,5,2,-6,-9,45,31,17,1016,1014,1011,16,16,16,29,12,48,T,Rain
440,2010,Mar,17,19,13,6,-3,-5,-11,49,31,13,1017,1015,1012,16,16,16,19,4,21,0,
441,2010,Mar,18,21,16,10,1,-3,-6,40,29,17,1012,1009,1006,16,16,16,21,5,26,0,
442,2010,Mar,19,22,16,9,1,-2,-4,42,31,20,1012,1010,1008,16,16,16,21,5,26,0,
443,2010,Mar,20,23,18,12,3,1,0,43,33,23,1017,1015,1012,16,16,16,24,8,34,0,
444,2010,Mar,21,18,14,11,7,4,1,77,57,36,1020,1018,1016,16,16,16,24,10,37,0,
445,2010,Mar,22,14,12,10,13,11,7,100,86,71,1017,1013,1005,16,6,2,23,9,34,34.04,Rain
446,2010,Mar,23,12,9,7,12,9,4,100,86,71,1005,1001,998,16,9,3,29,10,45,2.79,Rain
447,2010,Mar,24,16,11,6,2,-3,-8,65,42,19,1016,1008,1001,16,16,16,35,19,53,0,
448,2010,Mar,25,17,13,9,7,0,-6,62,43,23,1016,1011,1003,16,16,16,23,7,34,T,
449,2010,Mar,26,11,6,1,10,-1,-12,93,59,25,1021,1009,1002,16,14,6,34,17,52,3.56,Rain
450,2010,Mar,27,7,3,-2,-4,-12,-16,64,42,19,1030,1028,1022,16,16,16,27,12,37,0,
451,2010,Mar,28,9,6,2,8,2,-4,93,78,62,1030,1024,1015,16,15,5,29,13,47,8.64,Rain
452,2010,Mar,29,12,11,9,11,10,8,100,97,93,1016,1009,1005,11,5,1,26,10,40,40.13,Rain
453,2010,Mar,30,10,8,5,9,5,4,96,91,86,1006,998,993,16,7,1,39,17,58,62.23,Rain
454,2010,Mar,31,14,11,7,7,7,6,93,77,61,1016,1006,999,16,15,8,23,9,29,0.25,Rain
455,2010,Apr,1,21,15,9,7,6,5,80,60,40,1020,1018,1016,16,16,16,23,8,32,0,
456,2010,Apr,2,20,14,9,7,7,6,86,66,45,1023,1022,1020,16,16,16,21,7,26,0,
457,2010,Apr,3,19,14,8,8,7,7,93,71,48,1022,1020,1018,16,16,10,23,8,32,0,
458,2010,Apr,4,24,17,8,9,6,-2,93,57,20,1022,1020,1018,16,11,4,16,4,21,0,
459,2010,Apr,5,24,19,13,13,4,-3,63,42,21,1022,1017,1013,16,16,16,24,10,35,0,
460,2010,Apr,6,26,20,14,13,12,11,72,58,43,1014,1011,1007,16,15,11,21,6,24,0,
461,2010,Apr,7,33,23,13,11,8,4,83,50,17,1007,1005,1003,16,15,10,29,11,42,0,
462,2010,Apr,8,27,22,18,13,12,9,73,55,36,1006,1004,1001,16,16,14,24,10,39,0,
463,2010,Apr,9,20,13,7,16,8,-3,100,69,38,1012,1006,1002,16,13,5,27,12,42,7.62,Rain
464,2010,Apr,10,17,11,6,-2,-4,-8,53,36,19,1024,1021,1014,16,16,16,29,16,48,0,
465,2010,Apr,11,24,18,11,3,0,-5,48,36,23,1024,1022,1019,16,16,16,21,11,34,0,
466,2010,Apr,12,19,16,11,-3,-5,-8,35,27,18,1029,1026,1025,16,16,16,19,9,24,0,
467,2010,Apr,13,13,11,8,3,-1,-5,66,47,27,1033,1031,1029,16,16,16,21,8,29,0,
468,2010,Apr,14,19,13,7,4,-1,-9,76,46,15,1035,1032,1027,16,16,16,19,8,27,0,
469,2010,Apr,15,23,17,10,4,-1,-5,55,36,17,1028,1024,1021,16,16,16,16,11,35,0,
470,2010,Apr,16,14,11,8,8,4,-3,100,69,38,1023,1014,1007,16,13,4,23,12,32,7.87,Rain
471,2010,Apr,17,12,10,8,9,6,-2,100,71,42,1012,1007,1005,16,8,1,24,11,37,0.25,Rain
472,2010,Apr,18,14,10,6,2,0,-2,67,55,43,1014,1012,1010,16,16,16,26,12,39,0,
473,2010,Apr,19,17,13,8,1,0,-1,58,45,32,1015,1014,1013,16,16,16,24,11,35,0,
474,2010,Apr,20,21,15,8,5,2,1,61,44,26,1016,1013,1011,16,16,16,19,8,26,0,
475,2010,Apr,21,21,16,12,11,7,3,86,60,34,1011,1009,1007,16,16,6,29,11,48,0.76,Rain
476,2010,Apr,22,22,17,11,10,6,-6,89,57,24,1009,1006,1004,16,13,5,24,9,42,T,
477,2010,Apr,23,20,13,7,0,-3,-6,62,41,19,1016,1011,1008,16,16,16,26,10,39,0,
478,2010,Apr,24,20,14,8,3,-3,-6,54,37,20,1020,1017,1013,16,16,16,21,9,32,T,
479,2010,Apr,25,11,9,8,9,8,3,100,77,54,1012,1005,997,16,5,2,24,11,34,40.64,Rain
480,2010,Apr,26,12,11,9,10,9,8,96,93,89,998,994,992,16,7,2,21,13,29,17.53,Rain
